4,1,35,41,24.75,0.25
6,10,9,44,24.75,0.25
6,10,9,49,24.75,0.25
8,3,73,77,24.75,0.25
9,9,48,77,24.75,0.25
13,6,2,63,24.75,0.25
14,11,85,65,24.75,0.25
4,1,35,37,25.0,0.25
6,10,9,35,25.0,0.125
8,3,73,80,25.0,0.25
9,9,48,80,25.0,0.25
13,6,2,68,25.0,0.5
14,11,85,68,25.0,0.25
4,1,35,32,25.25,0.25
6,10,9,44,25.25,0.25
6,10,9,49,25.25,0.25
8,3,73,79,25.25,0.25
9,9,48,79,25.25,0.25
14,11,85,67,25.25,0.25
4,1,35,32,25.5,0.25
6,10,9,38,25.5,0.125
6,10,9,35,25.5,0.125
8,3,73,75,25.5,0.25
9,9,48,75,25.5,0.25
13,6,2,67,25.5,0.25
14,11,85,63,25.5,0.25
4,1,35,37,25.75,0.25
6,10,9,44,25.75,0.25
6,10,9,49,25.75,0.25
8,3,73,72,25.75,0.25
9,9,48,72,25.75,0.25
13,6,2,63,25.75,0.25
14,11,85,60,25.75,0.25
4,1,35,34,26.0,0.25
6,10,9,35,26.0,0.125
8,3,73,70,26.0,0.5
9,9,48,70,26.0,0.5
13,6,2,61,26.0,2.0
14,11,85,58,26.0,0.5
4,1,35,25,26.25,0.25
6,10,9,44,26.25,0.25
6,10,9,49,26.25,0.25
6,10,9,38,26.5,0.125
6,10,9,35,26.5,0.125
8,3,73,68,26.5,0.25
9,9,48,68,26.5,0.25
14,11,85,56,26.5,0.25
4,1,35,36,26.75,0.25
6,10,9,44,26.75,0.25
6,10,9,49,26.75,0.25
8,3,73,70,26.75,2.0
9,9,48,70,26.75,2.0
14,11,85,58,26.75,2.0
4,1,35,36,27.0,0.25
6,10,9,35,27.0,0.125
4,1,35,39,27.25,0.25
5,2,106,67,27.25,0.125
6,10,9,44,27.25,0.25
6,10,9,49,27.25,0.25
5,2,106,67,27.375,0.125
5,2,106,68,27.5,0.125
6,10,9,35,27.5,0.125
6,10,9,38,27.5,0.125
5,2,106,67,27.625,0.125
4,1,35,37,27.75,0.25
5,2,106,63,27.75,0.125
6,10,9,49,27.75,0.125
6,10,9,44,27.75,0.125
6,10,9,44,27.875,0.125
6,10,9,49,27.875,0.125
4,1,35,37,28.0,0.25
5,2,106,67,28.0,0.125
6,10,9,35,28.0,0.125
5,2,106,67,28.125,0.125
4,1,35,32,28.25,0.25
5,2,106,68,28.25,0.125
6,10,9,44,28.25,0.25
6,10,9,49,28.25,0.25
5,2,106,67,28.375,0.125
4,1,35,29,28.5,0.25
5,2,106,63,28.5,0.25
6,10,9,35,28.5,0.125
6,10,9,38,28.5,0.125
4,1,35,37,28.75,0.25
5,2,106,58,28.75,0.25
6,10,9,44,28.75,0.25
6,10,9,49,28.75,0.25
4,1,35,39,29.0,0.25
5,2,106,55,29.0,0.25
6,10,9,35,29.0,0.125
4,1,35,34,29.25,0.25
5,2,106,58,29.25,0.25
6,10,9,44,29.25,0.25
6,10,9,49,29.25,0.25
4,1,35,27,29.5,0.5
5,2,106,63,29.5,0.25
6,10,9,35,29.5,0.125
6,10,9,38,29.5,0.125
5,2,106,67,29.75,0.25
6,10,9,44,29.75,0.25
6,10,9,49,29.75,0.25
4,1,35,25,30.0,0.25
6,10,9,35,30.0,0.125
13,6,2,65,30.0,0.25
4,1,35,37,30.25,0.25
6,10,9,44,30.25,0.25
6,10,9,49,30.25,0.25
8,3,73,72,30.25,0.25
9,9,48,72,30.25,0.25
14,11,85,60,30.25,0.25
6,10,9,38,30.5,0.125
6,10,9,35,30.5,0.125
8,3,73,75,30.5,0.25
9,9,48,75,30.5,0.25
14,11,85,63,30.5,0.25
4,1,35,27,30.75,0.25
6,10,9,44,30.75,0.25
6,10,9,49,30.75,0.25
8,3,73,77,30.75,0.25
9,9,48,77,30.75,0.25
13,6,2,65,30.75,0.5
14,11,85,65,30.75,0.25
4,1,35,27,31.0,0.25
6,10,9,35,31.0,0.125
4,1,35,39,31.25,0.25
6,10,9,44,31.25,0.25
6,10,9,49,31.25,0.25
8,3,73,72,31.25,0.25
9,9,48,72,31.25,0.25
13,6,2,63,31.25,0.25
14,11,85,60,31.25,0.25
6,10,9,35,31.5,0.125
6,10,9,38,31.5,0.125
8,3,73,75,31.5,0.25
9,9,48,75,31.5,0.25
14,11,85,63,31.5,0.25
4,1,35,29,31.75,0.25
6,10,9,49,31.75,0.125
6,10,9,44,31.75,0.125
8,3,73,77,31.75,0.25
9,9,48,77,31.75,0.25
13,6,2,67,31.75,0.5
14,11,85,65,31.75,0.25
6,10,9,44,31.875,0.125
6,10,9,49,31.875,0.125
4,1,35,29,32.0,0.25
6,10,9,35,32.0,0.125
4,1,35,36,32.25,0.25
6,10,9,44,32.25,0.25
6,10,9,49,32.25,0.25
8,3,73,72,32.25,0.25
9,9,48,72,32.25,0.25
13,6,2,68,32.25,0.25
14,11,85,60,32.25,0.25
4,1,35,43,32.5,0.25
6,10,9,35,32.5,0.125
6,10,9,38,32.5,0.125
8,3,73,75,32.5,0.25
9,9,48,75,32.5,0.25
13,6,2,67,32.5,0.25
14,11,85,63,32.5,0.25
4,1,35,41,32.75,0.25
6,10,9,44,32.75,0.25
6,10,9,49,32.75,0.25
8,3,73,77,32.75,0.25
9,9,48,77,32.75,0.25
13,6,2,63,32.75,0.25
14,11,85,65,32.75,0.25
4,1,35,37,33.0,0.25
6,10,9,35,33.0,0.125
8,3,73,80,33.0,0.25
9,9,48,80,33.0,0.25
14,11,85,68,33.0,0.25
4,1,35,32,33.25,0.25
6,10,9,44,33.25,0.25
6,10,9,49,33.25,0.25
8,3,73,77,33.25,0.25
9,9,48,77,33.25,0.25
13,6,2,68,33.25,0.25
14,11,85,65,33.25,0.25
4,1,35,29,33.5,0.25
6,10,9,38,33.5,0.125
6,10,9,35,33.5,0.125
8,3,73,80,33.5,0.25
9,9,48,80,33.5,0.25
14,11,85,68,33.5,0.25
4,1,35,37,33.75,0.25
6,10,9,44,33.75,0.25
6,10,9,49,33.75,0.25
8,3,73,84,33.75,0.25
9,9,48,84,33.75,0.25
13,6,2,65,33.75,0.25
14,11,85,72,33.75,0.25
4,1,35,36,34.0,0.25
6,10,9,35,34.0,0.125
8,3,73,82,34.0,0.5
9,9,48,82,34.0,0.5
13,6,2,67,34.0,1.0
14,11,85,70,34.0,0.5
4,1,35,31,34.25,0.25
6,10,9,44,34.25,0.25
6,10,9,49,34.25,0.25
4,1,35,32,34.5,0.25
6,10,9,35,34.5,0.125
6,10,9,38,34.5,0.125
8,3,73,75,34.5,0.25
9,9,48,75,34.5,0.25
14,11,85,63,34.5,0.25
4,1,35,35,34.75,0.25
5,2,106,67,34.75,0.125
6,10,9,44,34.75,0.25
6,10,9,49,34.75,0.25
8,3,73,75,34.75,2.25
9,9,48,75,34.75,2.25
14,11,85,63,34.75,2.25
5,2,106,67,34.875,0.125
4,1,35,35,35.0,0.25
5,2,106,68,35.0,0.125
6,10,9,35,35.0,0.125
5,2,106,67,35.125,0.125
4,1,35,31,35.25,0.25
5,2,106,63,35.25,0.125
6,10,9,44,35.25,0.25
6,10,9,49,35.25,0.25
4,1,35,34,35.5,0.25
5,2,106,68,35.5,0.125
6,10,9,35,35.5,0.125
6,10,9,38,35.5,0.125
5,2,106,67,35.625,0.125
4,1,35,41,35.75,0.25
5,2,106,61,35.75,0.25
6,10,9,49,35.75,0.125
6,10,9,44,35.75,0.125
6,10,9,44,35.875,0.125
6,10,9,49,35.875,0.125
4,1,35,34,36.0,0.25
5,2,106,56,36.0,0.25
6,10,9,35,36.0,0.125
4,1,35,29,36.25,0.25
5,2,106,53,36.25,0.25
6,10,9,44,36.25,0.25
6,10,9,49,36.25,0.25
4,1,35,34,36.5,0.25
5,2,106,56,36.5,0.25
6,10,9,38,36.5,0.125
6,10,9,35,36.5,0.125
4,1,35,41,36.75,0.25
5,2,106,58,36.75,0.25
6,10,9,44,36.75,0.25
6,10,9,49,36.75,0.25
4,1,35,33,37.0,0.25
5,2,106,61,37.0,0.25
6,10,9,35,37.0,0.125
4,1,35,27,37.25,0.25
5,2,106,57,37.25,0.25
6,10,9,44,37.25,0.25
6,10,9,49,37.25,0.25
4,1,35,33,37.5,0.5
6,10,9,38,37.5,0.125
6,10,9,35,37.5,0.125
8,3,73,75,37.5,0.25
9,9,48,75,37.5,0.25
10,8,68,72,37.5,0.25
11,7,74,72,37.5,0.25
14,11,85,63,37.5,0.25
6,10,9,44,37.75,0.25
6,10,9,49,37.75,0.25
8,3,73,77,37.75,0.25
9,9,48,77,37.75,0.25
10,8,68,74,37.75,0.25
11,7,74,74,37.75,0.25
14,11,85,65,37.75,0.25
4,1,35,32,38.0,0.5
5,2,106,63,38.0,0.25
6,10,9,35,38.0,0.125
6,10,9,52,38.0,0.5
8,3,73,79,38.0,0.5
9,9,48,79,38.0,0.5
10,8,68,75,38.0,0.5
11,7,74,75,38.0,0.5
14,11,85,67,38.0,0.5
5,2,106,63,38.25,0.25
6,10,9,44,38.25,0.25
6,10,9,49,38.25,0.25
4,1,35,27,38.5,0.25
5,2,106,65,38.5,0.25
6,10,9,35,38.5,0.125
6,10,9,38,38.5,0.125
8,3,73,80,38.5,0.25
9,9,48,80,38.5,0.25
10,8,68,77,38.5,0.25
11,7,74,77,38.5,0.25
14,11,85,68,38.5,0.25
4,1,35,32,38.75,0.25
5,2,106,67,38.75,0.25
6,10,9,44,38.75,0.25
6,10,9,49,38.75,0.25
8,3,73,79,38.75,0.5
9,9,48,79,38.75,0.5
10,8,68,75,38.75,0.5
11,7,74,75,38.75,0.5
14,11,85,67,38.75,0.5
4,1,35,32,39.0,0.25
6,10,9,35,39.0,0.125
4,1,35,39,39.25,0.25
5,2,106,68,39.25,0.25
6,10,9,44,39.25,0.25
6,10,9,49,39.25,0.25
8,3,73,80,39.25,0.5
9,9,48,80,39.25,0.5
10,8,68,77,39.25,0.5
11,7,74,77,39.25,0.5
14,11,85,68,39.25,0.5
4,1,35,39,39.5,0.25
6,10,9,35,39.5,0.125
6,10,9,38,39.5,0.125
4,1,35,32,39.75,0.25
5,2,106,58,39.75,0.25
6,10,9,49,39.75,0.125
6,10,9,44,39.75,0.125
8,3,73,79,39.75,0.5
9,9,48,79,39.75,0.5
10,8,68,75,39.75,0.5
11,7,74,75,39.75,0.5
14,11,85,67,39.75,0.5
6,10,9,44,39.875,0.125
6,10,9,49,39.875,0.125
4,1,35,32,40.0,0.5
5,2,106,60,40.0,0.25
6,10,9,35,40.0,0.125
5,2,106,63,40.25,0.25
6,10,9,44,40.25,0.25
6,10,9,49,40.25,0.25
8,3,73,77,40.25,0.5
9,9,48,77,40.25,0.5
10,8,68,72,40.25,0.5
11,7,74,72,40.25,0.5
14,11,85,65,40.25,0.5
4,1,35,27,40.5,0.25
5,2,106,65,40.5,0.25
6,10,9,35,40.5,0.125
6,10,9,38,40.5,0.125
4,1,35,32,40.75,0.25
5,2,106,67,40.75,0.25
6,10,9,44,40.75,0.25
6,10,9,49,40.75,0.25
8,3,73,77,40.75,0.75
9,9,48,77,40.75,0.75
10,8,68,72,40.75,0.75
11,7,74,72,40.75,0.75
14,11,85,65,40.75,0.75
4,1,35,32,41.0,0.25
6,10,9,35,41.0,0.125
7,4,48,87,41.0,0.5
4,1,35,39,41.25,0.25
6,10,9,44,41.25,0.25
6,10,9,49,41.25,0.25
4,1,35,32,41.5,0.5
6,10,9,35,41.5,0.125
6,10,9,38,41.5,0.125
7,4,48,86,41.5,0.5
6,10,9,44,41.75,0.25
6,10,9,49,41.75,0.25
8,3,73,77,41.75,0.25
9,9,48,77,41.75,0.25
10,8,68,74,41.75,0.25
11,7,74,74,41.75,0.25
14,11,85,65,41.75,0.25
4,1,35,31,42.0,0.5
5,2,106,58,42.0,0.25
6,10,9,35,42.0,0.125
7,4,48,82,42.0,2.0
8,3,73,77,42.0,0.5
9,9,48,77,42.0,0.5
10,8,68,74,42.0,0.5
11,7,74,74,42.0,0.5
14,11,85,65,42.0,0.5
5,2,106,62,42.25,0.25
6,10,9,44,42.25,0.25
6,10,9,49,42.25,0.25
4,1,35,26,42.5,0.25
5,2,106,65,42.5,0.25
6,10,9,35,42.5,0.125
6,10,9,38,42.5,0.125
8,3,73,79,42.5,0.25
9,9,48,79,42.5,0.25
10,8,68,75,42.5,0.25
11,7,74,75,42.5,0.25
14,11,85,67,42.5,0.25
4,1,35,31,42.75,0.25
5,2,106,67,42.75,0.25
6,10,9,44,42.75,0.25
6,10,9,49,42.75,0.25
8,3,73,77,42.75,0.5
